x, y
-0.6329113924050633, 1.596244131455399
25.31645569620253, 1.4632237871674492
50, 1.3302034428794993
75.9493670886076, 1.0641627543035994
99.36708860759494, 1.1971830985915493
116.45569620253166, 1.1971830985915493
129.11392405063293, 23.411580594679187
132.9113924050633, 30.461658841940533
146.8354430379747, 38.04381846635368
161.39240506329114, 42.03442879499217
176.58227848101268, 44.561815336463226
189.873417721519, 46.158059467918626
205.69620253164558, 47.887323943661976
219.62025316455697, 48.81846635367762
234.17721518987344, 48.95148669796557
248.7341772151899, 30.727699530516432
263.29113924050637, 27.269170579029733
277.2151898734177, 27.136150234741784
293.03797468354435, 27.269170579029733
307.59493670886076, 27.402190923317686
322.1518987341772, 27.402190923317686
336.7088607594937, 27.402190923317686
350.6329113924051, 27.668231611893585
365.8227848101266, 27.535211267605636
381.01265822784814, 27.801251956181535
400.6329113924051, 28.333333333333336
