x, y
-2.56, 215.23636363636362
7.68, 215.1090909090909
21.76, 214.0909090909091
36.480000000000004, 213.45454545454544
50.56, 213.07272727272726
64.64, 212.6909090909091
80.64, 212.56363636363636
94.72, 212.1818181818182
108.16, 211.67272727272726
122.88, 201.61818181818182
138.24, 176.29090909090908
153.6, 173.36363636363637
167.68, 172.6
182.4, 172.47272727272727
196.48000000000002, 172.6
211.20000000000002, 172.47272727272727
222.72, 172.47272727272727
240, 172.72727272727272
254.72, 176.29090909090908
269.44, 178.3272727272727
284.16, 179.6
298.88, 180.74545454545455
314.24, 182.0181818181818
328.32, 182.65454545454546
343.04, 184.3090909090909
357.76, 185.2
373.12, 186.6
387.2, 187.87272727272727
401.92, 188.5090909090909
