x, y
149.78962131837307, 160.13986013986013
165.49789621318374, 174.12587412587413
178.96213183730714, 186.71328671328672
194.109396914446, 193.7062937062937
208.69565217391303, 202.09790209790208
222.72089761570828, 203.4965034965035
236.18513323983169, 209.09090909090907
250.77138849929872, 266.4335664335664
260.8695652173913, 375.5244755244755
268.72370266479663, 460.8391608391608
282.74894810659185, 606.2937062937062
297.3352033660589, 660.8391608391609
312.4824684431978, 676.2237762237762
327.0687237026648, 681.8181818181818
341.09396914446, 688.8111888111888
355.68022440392707, 684.6153846153846
369.7054698457223, 684.6153846153846
384.85273492286115, 672.027972027972
400.5610098176718, 660.8391608391609
