x, y
149.22861150070125, 123.77622377622377
166.61991584852734, 144.75524475524475
180.64516129032256, 160.13986013986013
195.23141654978963, 168.53146853146853
209.81767180925667, 176.9230769230769
224.4039270687237, 179.72027972027973
240.11220196353435, 186.71328671328672
253.01542776998596, 193.7062937062937
269.2847124824684, 207.69230769230768
283.30995792426364, 216.08391608391608
296.7741935483871, 220.27972027972027
311.92145862552593, 221.67832167832165
327.0687237026648, 237.06293706293707
342.21598877980364, 238.46153846153845
356.8022440392707, 244.05594405594405
370.8274894810659, 245.45454545454544
385.41374474053293, 246.85314685314685
400, 251.04895104895104
